fibroblast	endothelial_cell	macrophage	myofibroblast_cell
ENSG00000274265	0.539	0.055	0.209	0.199170124481328
ENSG00000197226	0.512	0.373	0.572	0.242738589211618
ENSG00000232388	1.77	0.996	1.257	1.03526970954357
ENSG00000100991	0.396	0.25	0.404	0.253112033195021
ENSG00000076984	0.332	0.232	0.388	0.354771784232365
ENSG00000177853	0.292	0.312	0.466	0.211618257261411
ENSG00000087087	0.321	0.228	0.277	0.267634854771784
ENSG00000276291	0.486	0.388	0.305	0.327800829875519
ENSG00000182307	0.529	0.485	0.254	0.340248962655602
ENSG00000112079	0.601	0.402	0.58	0.180497925311203
ENSG00000196865	0.432	0.355	0.439	0.346473029045643
ENSG00000241839	0.446	0.82	1.498	0.190871369294606
ENSG00000110092	0.106	0.658	0.374	1.13900414937759
ENSG00000021776	0.385	0.45	0.45	0.265560165975104
ENSG00000039650	0.207	0.195	0.333	0.155601659751037
ENSG00000225470	0.48	0.311	0.337	0.298755186721992
ENSG00000140632	0.389	0.438	0.685	0.327800829875519
ENSG00000162545	2.06	0.112	0.165	1.33402489626556
ENSG00000176105	0.388	1.21	0.442	0.176348547717842
ENSG00000144567	0.565	0.327	0.796	0.342323651452282
ENSG00000159111	0.451	0.164	0.258	0.263485477178423
ENSG00000158092	0.529	0.854	0.463	0.192946058091286
ENSG00000276045	0.228	0.808	0.485	0.0560165975103734
ENSG00000142188	0.488	0.581	0.361	0.356846473029046
ENSG00000112339	0.3	0.266	0.27	0.257261410788382
ENSG00000171603	0.818	0.528	0.414	0.313278008298755
ENSG00000163170	0.359	0.41	0.215	0.25103734439834
ENSG00000171497	0.345	0.396	0.549	0.269709543568465
ENSG00000130560	0.405	0.514	0.748	0.392116182572614
ENSG00000139180	0.492	0.365	0.421	0.284232365145228
ENSG00000117395	0.547	0.353	0.307	0.323651452282158
ENSG00000137492	0.54	0.382	0.389	0.224066390041494
ENSG00000165487	0.375	0.259	0.41	0.236514522821577
ENSG00000111670	0.433	0.387	0.685	0.12448132780083
ENSG00000086232	0.497	0.366	0.592	0.221991701244813
ENSG00000263753	0.408	0.26	0.28	0.261410788381743
ENSG00000154217	0.11	1.301	0.191	0.16804979253112
ENSG00000141664	0.266	0.438	1.705	0.296680497925311
ENSG00000100503	0.355	0.474	0.844	0.255186721991701
ENSG00000136045	0.536	0.438	0.297	0.344398340248963
ENSG00000067248	0.717	0.408	0.466	0.37551867219917
ENSG00000120063	0.335	0.583	1.786	0.192946058091286
ENSG00000160714	0.474	0.473	0.81	0.265560165975104
ENSG00000115128	1.964	1.416	1.216	1.23029045643154
ENSG00000275700	0.415	0.316	0.377	0.29253112033195
ENSG00000175470	0.281	0.268	0.386	0.228215767634855
ENSG00000162976	0.627	0.279	0.87	0.367219917012448
ENSG00000104472	0.487	0.396	0.426	0.464730290456432
ENSG00000127948	0.579	0.334	0.523	0.628630705394191
ENSG00000285410	0.502	0.303	0.364	0.253112033195021
ENSG00000132300	0.45	0.274	0.306	0.238589211618257
ENSG00000103064	0.446	0.159	0.198	0.0705394190871369
ENSG00000116266	0.492	0.426	0.622	0.329875518672199
ENSG00000151500	0.556	0.341	0.236	0.280082987551867
ENSG00000180098	0.346	0.396	0.635	0.302904564315353
ENSG00000196323	0.863	0.549	0.596	0.437759336099585
ENSG00000168958	0.602	0.332	0.481	0.367219917012448
ENSG00000125651	0.559	0.398	0.563	0.435684647302905
ENSG00000125457	0.179	0.279	0.484	0.271784232365145
ENSG00000169189	0.528	0.337	0.362	0.396265560165975
ENSG00000129534	0.332	0.517	1.332	0.12655601659751
ENSG00000162961	0.612	0.472	0.57	0.468879668049793
ENSG00000010244	1.438	1.969	2.308	1.13900414937759
ENSG00000175197	0.488	0.411	0.928	0.452282157676349
ENSG00000167699	0.37	0.388	0.595	0.219917012448133
ENSG00000064419	0.326	0.362	0.422	0.255186721991701
ENSG00000131165	0.448	0.375	0.5	0.25103734439834
ENSG00000002330	0.974	0.506	0.362	0.466804979253112
ENSG00000198692	0.3	0.336	0.418	0.452282157676349
ENSG00000151247	0.645	0.442	1.725	0.33402489626556
ENSG00000158122	0.587	0.547	0.601	0.560165975103734
ENSG00000134107	0.727	2.283	0.914	0.609958506224066
ENSG00000185115	0.426	0.243	0.249	0.257261410788382
ENSG00000177731	0.62	0.756	0.803	0.437759336099585
ENSG00000243678	0.739	0.531	0.377	0.429460580912863
ENSG00000076555	1.487	1.391	0.252	0.365145228215768
ENSG00000132661	0.759	0.519	0.261	0.524896265560166
ENSG00000196914	0.705	1.302	0.524	0.711618257261411
ENSG00000129315	0.585	1.026	0.955	0.796680497925311
ENSG00000213523	0.494	0.336	0.658	0.275933609958506
ENSG00000169826	0.302	0.232	1.495	0.188796680497925
ENSG00000179889	0.425	0.463	0.741	0.294605809128631
ENSG00000136213	1	0.58	0.292	0.261410788381743
ENSG00000152404	0.405	0.482	0.349	0.392116182572614
ENSG00000140259	0.328	0.442	0.361	0.344398340248963
ENSG00000184281	0.506	0.55	0.33	0.45643153526971
ENSG00000114023	0.74	0.396	0.37	0.560165975103734
ENSG00000157837	0.495	0.437	0.653	0.29253112033195
ENSG00000172466	0.67	0.806	0.658	0.572614107883817
ENSG00000174891	0.586	0.366	0.642	0.514522821576763
ENSG00000144711	0.393	0.339	0.912	0.688796680497925
ENSG00000074201	0.697	0.449	0.618	0.311203319502075
ENSG00000060971	0.561	0.389	0.755	0.288381742738589
ENSG00000120837	0.942	0.629	0.246	0.338174273858921
ENSG00000160194	0.706	0.381	0.656	0.556016597510373
ENSG00000232956	0.564	0.449	0.503	1.20954356846473
ENSG00000078747	0.392	0.358	0.546	0.327800829875519
ENSG00000159692	0.52	0.367	0.685	0.286307053941909
ENSG00000067704	0.579	0.543	0.656	0.435684647302905
ENSG00000146676	0.55	0.732	1.46	0.651452282157676
ENSG00000108639	0.049	0.975	1.072	0.462655601659751
ENSG00000131504	0.565	0.797	0.759	0.282157676348548
ENSG00000213064	0.78	0.421	1.312	0.255186721991701
ENSG00000165030	5.366	1.055	1.174	3.55809128630705
ENSG00000198677	0.673	0.566	0.707	0.408713692946058
ENSG00000108829	0.647	0.41	0.57	0.275933609958506
ENSG00000184076	2.265	0.934	2.331	1.13900414937759
ENSG00000198356	0.975	0.436	0.716	0.412863070539419
ENSG00000121851	0.586	0.672	0.568	0.446058091286307
ENSG00000177410	5.622	2.855	3.909	2.4356846473029
ENSG00000147010	0.419	0.367	1.326	0.769709543568465
ENSG00000106261	0.836	0.757	0.839	0.483402489626556
ENSG00000251562	312.011	259.016	254.938	433.919087136929
ENSG00000129636	0.621	0.439	0.596	0.327800829875519
ENSG00000168394	0.286	1.496	0.3	0.246887966804979
ENSG00000101126	0.587	0.577	0.761	0.402489626556017
ENSG00000116786	0.671	0.416	1.134	0.325726141078838
ENSG00000198231	0.758	0.605	0.619	0.558091286307054
ENSG00000169905	0.669	0.628	0.73	0.387966804979253
ENSG00000089063	1.943	1.071	1.292	0.910788381742739
ENSG00000187742	0.62	0.898	1.894	0.50207468879668
ENSG00000102908	0.634	1.088	0.461	0.398340248962656
ENSG00000163319	0.787	0.796	0.586	0.595435684647303
ENSG00000065526	0.827	0.993	0.894	0.769709543568465
ENSG00000099800	1.674	0.605	1.007	0.470954356846473
ENSG00000180957	0.704	1.138	0.586	0.79253112033195
ENSG00000164346	2.322	1.31	1.817	1.56016597510373
ENSG00000100348	1.131	0.673	0.833	0.423236514522822
ENSG00000125354	0.204	0.507	0.6	0.12448132780083
ENSG00000049245	0.744	1.151	1.076	0.558091286307054
ENSG00000181555	0.58	0.703	0.749	0.412863070539419
ENSG00000065518	2.56	2.084	1.832	2.19502074688797
ENSG00000132294	0.485	0.521	1.237	0.66597510373444
ENSG00000184640	0.409	0.967	1.169	0.852697095435685
ENSG00000170638	0.302	0.24	0.389	0.203319502074689
ENSG00000161960	0.671	0.588	0.884	0.504149377593361
ENSG00000111011	2.1	1.691	2.491	1.43775933609959
ENSG00000198816	0.925	0.544	0.84	0.603734439834025
ENSG00000151748	1.258	1.492	1.372	0.659751037344398
ENSG00000117906	1.017	0.654	0.283	0.529045643153527
ENSG00000133773	0.847	0.648	0.533	0.533195020746888
ENSG00000132581	0.757	0.583	0.507	0.371369294605809
ENSG00000118058	0.87	0.952	0.625	0.881742738589212
ENSG00000143158	0.956	0.631	0.792	0.647302904564315
ENSG00000162385	0.885	0.807	0.63	0.599585062240664
ENSG00000204264	0.743	1.962	0.963	0.304979253112033
ENSG00000134371	0.494	0.644	0.648	0.489626556016597
ENSG00000173141	0.89	0.676	0.912	0.443983402489627
ENSG00000129197	0.787	0.613	0.465	0.605809128630705
ENSG00000188994	0.841	0.802	0.651	0.605809128630705
ENSG00000166681	2.071	0.637	0.274	0.761410788381743
ENSG00000149196	0.914	0.601	0.6	0.566390041493776
ENSG00000242372	0.837	0.718	0.747	0.614107883817427
ENSG00000139746	0.673	0.702	0.867	0.400414937759336
ENSG00000143575	0.779	0.681	0.792	0.578838174273859
ENSG00000176171	1.597	0.697	0.593	0.443983402489627
ENSG00000129559	2.493	2.144	2.225	1.69087136929461
ENSG00000164040	1.64	1.152	0.405	0.437759336099585
ENSG00000165416	0.819	0.946	0.987	0.894190871369295
ENSG00000112701	0.922	0.927	0.881	0.898340248962656
ENSG00000135390	4.012	2.95	5.079	3.4792531120332
ENSG00000130731	0.918	0.611	0.8	0.632780082987552
ENSG00000134313	1.09	0.868	1.197	0.736514522821577
ENSG00000118680	5.951	6.651	3.961	3.0850622406639
ENSG00000164031	0.768	0.827	0.78	0.518672199170125
ENSG00000139343	1.156	1.211	0.917	0.730290456431535
ENSG00000115760	0.701	0.849	0.874	0.558091286307054
ENSG00000123200	0.808	0.992	0.978	0.898340248962656
ENSG00000128463	0.976	0.578	0.57	0.587136929460581
ENSG00000127884	1.022	0.645	0.91	0.564315352697095
ENSG00000115307	0.98	0.82	1.072	0.481327800829876
ENSG00000101266	0.755	0.769	0.748	0.641078838174274
ENSG00000111912	1.937	2.15	0.592	0.381742738589212
ENSG00000136521	1.109	0.753	1.096	0.589211618257261
ENSG00000176340	2.19	1.418	3.156	1.94605809128631
ENSG00000182774	4.874	3.492	3.206	2.29045643153527
ENSG00000100142	1.282	0.678	0.716	0.773858921161826
ENSG00000134480	0.582	0.351	0.822	1.37344398340249
ENSG00000117614	1.707	1.637	1.842	1.64522821576763
ENSG00000120690	1.658	1.6	3.229	0.726141078838174
ENSG00000169738	2.115	0.337	0.562	0.558091286307054
ENSG00000067334	0.855	1.052	1.614	1.00414937759336
ENSG00000143256	1.427	1.388	0.975	1.29668049792531
ENSG00000169871	1.078	1.848	0.748	0.597510373443983
ENSG00000090905	1.298	0.659	0.708	0.811203319502075
ENSG00000120265	0.932	0.662	0.784	0.641078838174274
ENSG00000146247	1.189	1.003	1.509	1.03526970954357
ENSG00000129824	6.956	4.661	3.836	3.53941908713693
ENSG00000141551	0.855	1.093	1.091	0.771784232365145
ENSG00000100911	0.753	1.145	0.745	0.537344398340249
ENSG00000145337	1.484	1.112	0.682	0.705394190871369
ENSG00000125676	1.145	0.977	0.925	0.910788381742739
ENSG00000128609	0.785	0.71	0.699	0.794605809128631
ENSG00000106245	1.107	0.861	0.839	0.744813278008299
ENSG00000099901	1.187	0.898	0.825	0.821576763485477
ENSG00000186432	0.723	1.033	1.359	0.672199170124481
ENSG00000178449	1.067	0.673	0.909	0.950207468879668
ENSG00000155506	1.177	0.769	1.094	0.462655601659751
ENSG00000136888	2.169	1.795	3.387	1.70954356846473
ENSG00000105254	0.981	0.775	0.679	0.794605809128631
ENSG00000120616	1.001	0.831	0.994	0.728215767634855
ENSG00000120071	0.808	0.582	0.769	0.568464730290456
ENSG00000173575	0.657	0.84	1.524	0.553941908713693
ENSG00000175582	0.579	0.912	0.789	0.412863070539419
ENSG00000022277	1.004	0.929	1.117	0.717842323651452
ENSG00000025796	1.637	0.658	0.981	0.719917012448133
ENSG00000099624	3.629	1.868	2.629	2.14522821576763
ENSG00000140307	1.135	0.913	0.941	0.813278008298755
ENSG00000229833	0.992	0.661	1.003	0.663900414937759
ENSG00000198843	0.688	0.713	1.617	0.522821576763486
ENSG00000122218	1.188	0.962	1.938	0.819502074688797
ENSG00000115464	0.825	0.917	0.915	0.678423236514523
ENSG00000108953	3.467	3.408	2.921	1.649377593361
ENSG00000173272	1.088	0.569	0.627	0.547717842323652
ENSG00000006652	1.314	0.859	1.473	1.17634854771784
ENSG00000184983	1.396	0.806	0.963	0.896265560165975
ENSG00000005022	2.459	2.282	4.532	2.13485477178423
ENSG00000169926	1.231	0.88	0.736	0.858921161825726
ENSG00000152795	2.748	2.112	2.966	1.83402489626556
ENSG00000077549	2.501	1.796	4.3	1.85684647302905
ENSG00000138069	1.644	1.086	1.976	0.761410788381743
ENSG00000119705	1.486	1.171	1.044	1.12863070539419
ENSG00000166295	2.203	1.718	2.206	2.45020746887967
ENSG00000176731	1.851	0.936	0.906	0.9149377593361
ENSG00000106400	1.686	1.603	1.091	0.904564315352697
ENSG00000054118	1.339	1.171	1.244	0.927385892116183
ENSG00000116251	12.027	8.554	8.5	6.56224066390041
ENSG00000143612	1.322	1.232	1.806	0.848547717842324
ENSG00000115053	3.922	3.673	3.193	3.43983402489627
ENSG00000049618	1.397	1.369	1.423	1.06639004149378
ENSG00000147684	1.659	0.986	1.018	1.18257261410788
ENSG00000206573	1.063	1.749	2.168	1.66597510373444
ENSG00000090273	1.507	1.171	1.111	1.08298755186722
ENSG00000165629	1.812	1.4	1.877	1.24273858921162
ENSG00000126267	3.685	2.2	4.095	2.66597510373444
ENSG00000123562	1.738	1.192	1.331	1.23236514522822
ENSG00000233913	6.633	4.879	4.26	3.97510373443983
ENSG00000177700	5.36	2.801	2.604	1.89004149377593
ENSG00000197728	15.496	10.993	9.472	8.79460580912863
ENSG00000090266	2.665	1.847	2.459	1.70539419087137
ENSG00000172809	16.884	12.373	15.815	10.4170124481328
ENSG00000115523	0.077	0.187	0.117	0.0539419087136929
ENSG00000100453	0.049	0.033	0.063	0.024896265560166
ENSG00000180644	0.045	0.046	0.067	0.029045643153527
ENSG00000126264	0.094	0.086	2.044	0.0954356846473029
ENSG00000275302	0.351	0.386	17.433	0.319502074688797
ENSG00000271503	0.058	0.075	0.118	0.0601659751037344
ENSG00000188042	0.854	0.126	3.967	0.105809128630705
ENSG00000173762	0.028	0.09	0.104	0.04149377593361
ENSG00000145287	0.01	0.021	0.206	0.004149377593361
ENSG00000197540	0.019	0.021	0.023	0.00829875518672199
ENSG00000176845	3.539	0.746	2.761	0.402489626556017
ENSG00000211751	0.02	0.015	0.02	0.0145228215767635
ENSG00000206503	7.151	15.322	12.954	2.83402489626556
ENSG00000234745	7.087	24.682	15.648	2.88174273858921
ENSG00000280138	0.431	0.668	4.668	2.68879668049793
ENSG00000159674	2.823	0.102	0.2	0.0767634854771784
ENSG00000204642	0.307	1.437	0.491	0.468879668049793
ENSG00000115232	0.037	0.024	0.451	0.0497925311203319
ENSG00000196405	0.38	0.229	0.469	0.217842323651452
ENSG00000160310	0.812	0.91	1.126	0.933609958506224
ENSG00000198668	6.054	15.045	8.48	6.65145228215768
ENSG00000147601	0.598	0.506	0.488	0.601659751037344
ENSG00000172757	5.572	8.318	12.707	5.4149377593361
ENSG00000117616	3.115	4.766	4.238	3.06639004149378
ENSG00000171681	0.482	0.552	0.934	0.37344398340249
ENSG00000112936	8.713	0.639	0.306	0.394190871369295
ENSG00000196569	7.252	0.342	0.414	0.163900414937759
ENSG00000139329	12.165	0.321	0.526	0.178423236514523
ENSG00000163359	12.739	0.506	0.801	0.674273858921162
ENSG00000189058	53.592	5.335	3.507	1.77593360995851
ENSG00000196616	25.523	1.214	1.552	2.42116182572614
ENSG00000101955	9.419	1.717	0.469	0.734439834024896
ENSG00000211445	49.742	6.521	5.725	7.85892116182573
ENSG00000091136	3.744	0.62	0.165	0.427385892116183
ENSG00000107562	4.537	1.683	2.304	0.902489626556017
ENSG00000130203	11.05	0.639	3.621	5.67427385892116
ENSG00000135862	7.976	1.214	0.497	1.66182572614108
ENSG00000187498	7.896	3.564	0.42	4.70954356846473
ENSG00000069702	10.66	2.2	1.089	0.860995850622407
ENSG00000141338	3.579	0.126	0.19	0.163900414937759
ENSG00000140092	6.374	0.395	0.732	0.184647302904564
ENSG00000165124	4.515	0.283	0.273	0.132780082987552
ENSG00000123384	7.48	0.334	3.818	0.58298755186722
ENSG00000115380	6.743	0.329	0.297	0.157676348547718
ENSG00000134853	5.299	0.188	0.254	0.107883817427386
ENSG00000003436	4.476	1.83	0.862	1.11203319502075
ENSG00000164292	5.472	0.349	0.89	1.31742738589212
ENSG00000017427	7.811	0.339	1.419	0.190871369294606
ENSG00000168542	9.444	0.391	0.441	1.66390041493776
ENSG00000187193	23.638	6.649	2.217	8.26970954356847
ENSG00000146648	3.758	0.435	0.17	0.653526970954357
ENSG00000146674	3.88	9.475	0.559	0.807053941908714
ENSG00000183722	4.695	1.562	0.675	1.95643153526971
ENSG00000108551	8.567	0.662	0.929	5.9253112033195
ENSG00000048540	2.647	0.128	0.113	0.20954356846473
ENSG00000136160	1.931	0.952	0.281	2.32780082987552
ENSG00000154258	2.682	0.099	0.545	0.120331950207469
ENSG00000182463	3.01	2.276	0.18	0.199170124481328
ENSG00000154262	1.706	0.123	1.922	0.180497925311203
ENSG00000204262	2.326	0.212	0.139	0.769709543568465
ENSG00000142871	7.433	3.174	0.511	2.30912863070539
ENSG00000162878	2.268	0.225	0.155	0.350622406639004
ENSG00000107317	4.189	0.871	0.296	0.0767634854771784
ENSG00000123358	15.1	5	8.747	10.5705394190871
ENSG00000116005	2.185	0.679	0.497	0.817427385892116
ENSG00000104332	1.203	0.099	0.047	0.033195020746888
ENSG00000181722	4.372	2.6	1.277	1.4356846473029
ENSG00000147257	2.876	0.228	0.172	0.0954356846473029
ENSG00000183087	3.272	1.357	1.982	1.06639004149378
ENSG00000143196	2.959	0.194	0.217	0.0912863070539419
ENSG00000109686	2.346	0.488	0.194	0.510373443983402
ENSG00000123066	1.816	2.043	1.696	1.17427385892116
ENSG00000117479	1.683	0.163	0.392	0.174273858921162
ENSG00000109906	3.655	1.71	0.865	2.01659751037344
ENSG00000124440	1.308	1.607	0.148	0.20954356846473
ENSG00000257017	1.353	0.065	0.094	0.0394190871369295
ENSG00000122870	0.844	0.022	0.05	0.016597510373444
ENSG00000144642	2.239	1.42	0.216	1.04564315352697
ENSG00000106333	2.44	0.12	0.152	0.350622406639004
ENSG00000106538	1.917	0.177	0.148	1.28838174273859
ENSG00000134121	1.188	0.055	0.078	0.024896265560166
ENSG00000113083	1.777	0.197	0.097	0.118257261410788
ENSG00000115525	1.271	0.131	0.525	0.0518672199170125
ENSG00000121310	1.192	0.166	0.145	0.50207468879668
ENSG00000269821	3.289	2.802	2.592	1.40871369294606
ENSG00000114019	1.208	0.39	0.095	0.448132780082988
ENSG00000144857	1.515	0.235	0.08	0.0933609958506224
ENSG00000145623	1.122	1.279	0.1	0.383817427385892
ENSG00000184347	0.99	0.201	0.085	1.23651452282158
ENSG00000153250	2.973	1.781	3.355	1.18257261410788
ENSG00000112964	1.229	0.188	0.079	0.130705394190871
ENSG00000077147	1.688	1.421	1.671	0.923236514522822
ENSG00000094963	1.673	1.473	0.113	1.19087136929461
ENSG00000187231	2.015	0.751	1.377	0.50207468879668
ENSG00000197702	0.996	0.436	0.13	0.599585062240664
ENSG00000051620	2.874	1.418	1.156	0.919087136929461
ENSG00000221866	0.546	0.103	0.043	0.107883817427386
ENSG00000249242	1.042	0.33	0.078	0.0228215767634855
ENSG00000182752	0.327	0.023	0.014	0.0975103734439834
ENSG00000134802	1.068	0.274	0.976	0.215767634854772
ENSG00000167978	4.317	3.582	3.468	3.34854771784232
ENSG00000077254	1.355	0.482	0.594	0.526970954356846
ENSG00000230590	1.213	1.023	1.075	1.05394190871369
ENSG00000149115	1.065	0.683	0.137	0.483402489626556
ENSG00000132970	0.931	0.1	0.067	0.0954356846473029
ENSG00000267534	0.52	0.023	0.078	0.0269709543568465
ENSG00000152642	0.509	0.193	0.14	0.159751037344398
ENSG00000072657	0.254	0.006	0.013	0.00622406639004149
ENSG00000101236	0.423	0.097	0.181	0.284232365145228
ENSG00000133706	0.904	0.752	0.71	0.516597510373444
ENSG00000173889	0.419	0.29	0.378	0.354771784232365
ENSG00000183726	2.509	1.832	1.895	1.89834024896266
ENSG00000153914	0.865	0.781	0.794	0.614107883817427
ENSG00000119689	0.497	0.291	0.338	0.244813278008299
ENSG00000099139	0.913	0.412	0.089	0.109958506224066
ENSG00000149313	0.394	0.275	0.345	0.238589211618257
ENSG00000100650	2.969	3.018	2.99	3.02489626556017
ENSG00000146223	1.366	0.961	0.847	0.721991701244813
ENSG00000169217	0.506	0.4	0.479	0.367219917012448
ENSG00000104518	0.48	0.881	0.503	0.33402489626556
ENSG00000074181	0.142	0.174	0.087	7.13485477178423
ENSG00000205362	6.347	1.661	0.687	13.0435684647303
ENSG00000185551	1.242	2.523	0.128	6.54564315352697
ENSG00000169715	12.366	5.235	1.127	17.0850622406639
ENSG00000187513	0.053	0.595	0.043	4.25103734439834
ENSG00000185633	0.13	0.608	0.128	6.46265560165975
ENSG00000158859	2.078	4.258	0.382	6.83402489626556
ENSG00000108691	7.802	8.86	1.676	13.2053941908714
ENSG00000162772	16.207	6.568	8.857	12.6659751037344
ENSG00000181649	0.189	0.123	0.613	5.17842323651452
ENSG00000105655	0.083	0.154	0.089	2.74066390041494
ENSG00000151491	2.041	1.631	2.142	4.43153526970954
ENSG00000141232	1.005	1.259	1.331	4.41286307053942
ENSG00000173918	0.981	0.356	0.135	2.83609958506224
ENSG00000143333	1.179	1.246	0.374	3.60788381742739
ENSG00000166148	0.309	0.132	0.06	2.87344398340249
ENSG00000213160	0.045	0.065	0.025	2.28838174273859
ENSG00000260549	0.196	0.33	0.069	2.7448132780083
ENSG00000165959	0.08	0.105	0.154	2.19709543568465
ENSG00000167772	2.517	0.57	0.391	3.30082987551867
ENSG00000116132	1.899	0.167	0.127	2.39626556016598
ENSG00000167601	2.073	0.165	0.632	2.35684647302905
ENSG00000172201	0.832	0.286	0.068	3.26348547717842
ENSG00000165795	1.327	0.832	0.209	2.56639004149378
ENSG00000091436	1.512	0.488	0.825	3.20124481327801
ENSG00000157150	1.348	2.141	0.202	2.81535269709544
ENSG00000122035	0.389	0.162	0.119	1.80082987551867
ENSG00000151617	0.011	0.02	0.008	1.35477178423237
ENSG00000099998	1.329	1.018	0.162	2.10788381742739
ENSG00000071205	1.097	0.117	0.52	1.64107883817427
ENSG00000138031	0.723	0.119	0.087	1.51452282157676
ENSG00000186594	1.251	1.446	0.981	2.22614107883817
ENSG00000119630	0.112	0.151	0.08	1.50414937759336
ENSG00000109452	0.041	0.094	0.139	1.5
ENSG00000131127	0.285	0.213	0.234	2.54564315352697
ENSG00000003989	0.266	0.071	0.021	1.58713692946058
ENSG00000170412	0.033	0.062	0.219	1.51452282157676
ENSG00000168268	0.167	0.177	0.282	1.36307053941909
ENSG00000061918	0.057	0.131	0.035	1.17427385892116
ENSG00000150594	0.041	0.032	0.009	1.57261410788382
ENSG00000182963	0.02	0.085	0.045	1.07053941908714
ENSG00000118432	0.021	0.191	0.016	1.27593360995851
ENSG00000164949	1.415	0.199	0.942	1.86514522821577
ENSG00000101280	0.278	0.033	0.045	1.06846473029046
ENSG00000169116	0.044	0.481	0.039	1.10788381742739
ENSG00000138792	0.412	0.058	0.024	1.26141078838174
ENSG00000102606	0.287	0.757	0.376	1.38381742738589
ENSG00000144824	0.793	0.295	0.076	1.16182572614108
ENSG00000144655	1.956	1.82	1.66	2.13485477178423
ENSG00000184489	0.047	0.299	0.031	1.17634854771784
ENSG00000134533	0.453	0.039	0.035	0.929460580912863
ENSG00000172716	0.622	1.381	1.242	1.70746887966805
ENSG00000159140	3.932	4.324	4.209	3.82780082987552
ENSG00000163220	0.643	0.53	32.824	0.377593360995851
ENSG00000143546	0.211	0.205	13.315	0.0933609958506224
ENSG00000115590	0.019	0.025	1.73	0.0103734439834025
ENSG00000123689	2.049	1.862	4.784	0.134854771784232
ENSG00000119535	0.072	0.029	0.975	0.024896265560166
ENSG00000110047	0.46	0.515	2.068	0.647302904564315
ENSG00000076944	0.026	0.044	1.405	0.016597510373444
ENSG00000163993	0.01	0.018	0.109	0.00622406639004149
ENSG00000171051	0.017	0.019	1.253	0.00829875518672199
ENSG00000137642	0.023	0.022	0.312	0.112033195020747
ENSG00000163221	0.011	0.019	0.635	0.004149377593361
ENSG00000112303	0.001	0.007	0.285	0.004149377593361
ENSG00000180353	0.108	0.265	6.825	0.20954356846473
ENSG00000188404	0.005	0.024	0.267	0.00622406639004149
ENSG00000136040	0.157	0.068	0.54	0.0103734439834025
ENSG00000140379	0.05	0.046	3.641	0.0311203319502075
ENSG00000105835	4.738	3.299	7.293	2.83195020746888
ENSG00000137393	0.037	0.406	2.124	0.033195020746888
ENSG00000115271	0.087	0.358	1.302	0.184647302904564
ENSG00000116741	0.76	0.311	5.121	0.506224066390041
ENSG00000064666	0.315	0.281	0.674	0.784232365145228
ENSG00000147454	0.613	0.495	0.93	0.267634854771784
ENSG00000112096	12.768	8.728	22.386	1.79253112033195
ENSG00000048740	3.99	0.742	4.265	0.195020746887967
ENSG00000110315	0.188	0.147	0.842	0.120331950207469
ENSG00000204482	0.038	0.047	2.662	0.0186721991701245
ENSG00000110324	0.041	0.04	2.37	0.033195020746888
ENSG00000155926	0.039	0.036	2.566	0.0311203319502075
ENSG00000174718	0.315	0.796	1.464	0.4149377593361
ENSG00000059804	3.49	8.02	2.79	1.90041493775934
ENSG00000185201	6.446	9.999	4.354	3.99792531120332
ENSG00000075568	0.384	0.448	0.544	0.304979253112033
ENSG00000111913	0.124	0.097	0.249	0.161825726141079
ENSG00000168769	0.175	0.3	1.936	0.139004149377593
ENSG00000162551	0.035	0.232	0.021	0.0103734439834025
ENSG00000059728	0.228	0.238	1.996	0.257261410788382
ENSG00000090376	0.562	0.799	2.335	0.132780082987552
ENSG00000011198	2.388	1.99	1.585	0.925311203319502
ENSG00000136689	0.017	0.018	1.219	0.00829875518672199
ENSG00000176788	2.064	0.057	1.575	0.0580912863070539
ENSG00000198814	0.095	0.038	1.736	0.0850622406639004
ENSG00000171236	0.035	1.716	0.413	0.0601659751037344
ENSG00000189221	2.845	0.837	0.242	1.48547717842324
ENSG00000130592	1.515	0.065	0.536	0.0643153526970954
ENSG00000110619	0.242	0.291	0.237	0.149377593360996
ENSG00000068366	0.644	0.483	0.891	0.219917012448133
ENSG00000069399	0.62	1.64	1.169	0.560165975103734
ENSG00000034152	0.403	0.69	2.713	0.24896265560166
ENSG00000135090	0.635	0.613	1.874	0.419087136929461
ENSG00000106780	0.203	0.108	0.804	0.107883817427386
ENSG00000111679	0.032	0.092	1.32	0.0477178423236514
ENSG00000139278	0.471	0.061	4.819	0.217842323651452
ENSG00000265972	30.469	31.815	15.409	6.23029045643154
ENSG00000155903	0.259	0.229	0.658	0.215767634854772
ENSG00000100938	0.466	0.42	0.476	0.282157676348548
ENSG00000143119	0.061	0.07	3.67	0.04149377593361
ENSG00000100614	0.52	0.387	0.528	0.437759336099585
ENSG00000113916	2.442	0.717	1.263	1.73236514522822
ENSG00000082074	0.113	0.042	3.201	0.04149377593361
ENSG00000254087	0.119	0.26	2.122	0.0767634854771784
ENSG00000145901	0.482	0.495	0.614	0.344398340248963
ENSG00000198189	1.351	1.747	1.549	0.441908713692946
ENSG00000169967	0.938	0.58	1.459	0.549792531120332
ENSG00000163041	7.852	9.846	13.824	5.04149377593361
ENSG00000134152	0.535	0.658	0.485	0.371369294605809
ENSG00000164463	1.374	1.501	2.047	1.32572614107884
ENSG00000180871	0.002	0.003	0.018	0
