erythrocyte	classical_monocyte	neutrophil	memory_B_cell	plasma_cell	platelet
ENSG00000018510	0.006	0.523	0.249742002063983	0.171548117154812	1.23829787234043	0.09
ENSG00000125354	0.033	0.589	0.13828689370485	2.27196652719665	7.76595744680851	1.19
ENSG00000226777	0.005	0.011	0.00309597523219814	0.690376569037657	1.80851063829787	0.29
ENSG00000003436	0.022	0.226	0.0154798761609907	0	0.0127659574468085	0.91
ENSG00000188404	0.06	2.627	2.12899896800826	1.8326359832636	2.62127659574468	0.19
ENSG00000145687	0.011	0.165	0.0144478844169247	0.209205020920502	0.217021276595745	0.39
ENSG00000136929	1.587	0.078	0.0113519091847265	0.0209205020920502	0.0978723404255319	1.45
ENSG00000167552	0.069	1.865	1.63054695562436	1.44351464435146	0.936170212765957	0.51
ENSG00000213722	0.006	0.324	0.163054695562436	0.677824267782427	0.570212765957447	0.25
ENSG00000130522	1.762	3.956	1.17853457172343	9.23849372384937	6.22553191489362	0.9
ENSG00000104043	0.007	0.225	0.360165118679051	0	0.0212765957446809	0.03
ENSG00000156508	1.262	52.78	3.98968008255934	70.7615062761506	134.263829787234	13.62
ENSG00000163346	0.019	0.176	0.0681114551083591	0.543933054393305	1.16170212765957	0.05
ENSG00000150782	0.006	0.868	0.132094943240454	0.0251046025104603	0.0808510638297872	0.09
ENSG00000174353	0.001	0.231	0.0897832817337461	0.397489539748954	0.604255319148936	0.03
ENSG00000155849	0.016	0.395	0.13828689370485	0.527196652719665	1.23404255319149	0.2
ENSG00000198771	0.036	1.821	0.518059855521156	2.75732217573222	3.17021276595745	0.13
ENSG00000196139	0.006	0.015	0.00309597523219814	0.00418410041841004	0.0212765957446809	0.06
ENSG00000198589	0.019	0.181	0.0371517027863777	0.435146443514644	1.41702127659574	0.64
ENSG00000105993	0.114	1.586	0.444788441692466	0.673640167364017	2.03829787234043	2.33
ENSG00000181722	0.008	0.16	0.156862745098039	1.32217573221757	0.893617021276596	0
ENSG00000106261	0.012	0.64	0.166150670794634	0.569037656903766	1.3063829787234	0.08
ENSG00000106211	0.036	0.103	0.0134158926728586	0.184100418410042	0.123404255319149	0.72
ENSG00000073792	0.591	0.167	0.0196078431372549	0.0125523012552301	0.0765957446808511	0.71
ENSG00000085117	0.035	0.535	0.333333333333333	1.30125523012552	0.395744680851064	0.64
ENSG00000165512	0.005	0.201	0.0144478844169247	0.569037656903766	1.37021276595745	0.27
ENSG00000143545	0.032	0.592	0.198142414860681	0.0125523012552301	0.0553191489361702	0.63
ENSG00000213741	0.467	14.39	1.88648090815273	34.092050209205	60.1702127659574	4.93
ENSG00000173141	0.029	0.935	0.106295149638803	0.464435146443515	6.27234042553192	0.41
ENSG00000143947	1.028	21.347	2.79463364293086	46.5606694560669	100.008510638298	10.97
